Category,Order Date,Sub-Category,Sales
Office Supplies,10/2/2022,Supplies,39.072
Office Supplies,7/15/2021,Supplies,44.4
Office Supplies,9/13/2019,Supplies,7.3
Office Supplies,4/16/2021,Supplies,28.8
Office Supplies,6/5/2021,Supplies,61.38
Office Supplies,8/23/2021,Supplies,15.88
Office Supplies,9/23/2021,Supplies,13.68
Office Supplies,11/24/2021,Supplies,25.35
Office Supplies,5/14/2022,Supplies,64.4
Office Supplies,11/12/2022,Supplies,27.93
Technology,9/2/2019,Accessories,475.944
Technology,9/2/2019,Accessories,239.976
Technology,9/26/2019,Accessories,153.824
Technology,10/20/2019,Accessories,319.968
Technology,12/5/2019,Accessories,408.744
Technology,12/14/2019,Accessories,35.016
Technology,2/9/2020,Accessories,479.952
Technology,4/16/2020,Accessories,43.56
Technology,6/8/2020,Accessories,2.376
Technology,10/1/2020,Accessories,108.768
Technology,10/15/2020,Accessories,339.96
Technology,12/19/2020,Accessories,25.488
Technology,12/20/2020,Accessories,255.968
Technology,12/21/2020,Accessories,637.44
Technology,5/6/2021,Accessories,26.176
Technology,6/30/2021,Accessories,50.12
Technology,8/29/2021,Accessories,95.976
Technology,11/1/2021,Accessories,68.112
Technology,11/11/2021,Accessories,95.968
Technology,11/21/2021,Accessories,81.576
Technology,11/27/2021,Accessories,62.4
Technology,12/9/2021,Accessories,19.04
Technology,5/6/2022,Accessories,408.744
Technology,5/6/2022,Accessories,191.968
Technology,8/3/2022,Accessories,39.816
Technology,9/2/2022,Accessories,40.68
Technology,9/3/2022,Accessories,100.8
Technology,11/17/2022,Accessories,239.96
Technology,12/11/2022,Accessories,116.312
Technology,12/14/2022,Accessories,39.264
Technology,12/14/2022,Accessories,227.976
Technology,10/29/2019,Accessories,1.98
Technology,7/20/2020,Accessories,831.2
Technology,9/13/2020,Accessories,199.96
Technology,11/21/2020,Accessories,393.54
Technology,1/14/2022,Accessories,12.12
Technology,1/14/2022,Accessories,159.8
Technology,4/23/2022,Accessories,155.34
Technology,6/1/2022,Accessories,39.89
Technology,6/1/2022,Accessories,83.97
Technology,7/23/2022,Accessories,159.75
Technology,8/5/2022,Accessories,79.78
Technology,12/5/2022,Accessories,99.39
Technology,9/12/2019,Accessories,57.4
Technology,11/27/2021,Accessories,34.95
Technology,6/26/2020,Accessories,41.9
Technology,8/29/2020,Accessories,114.52
Technology,10/9/2020,Accessories,619.95
Technology,12/11/2020,Accessories,175.23
Technology,7/22/2021,Accessories,109.95
Technology,8/26/2021,Accessories,479.97
Technology,11/25/2021,Accessories,160
Technology,12/9/2021,Accessories,59.98
Technology,1/21/2022,Accessories,619.95
Technology,3/3/2022,Accessories,99.98
Technology,6/10/2022,Accessories,132.52
Technology,9/2/2022,Accessories,1928.78
Technology,12/9/2022,Accessories,104.88
Technology,12/22/2022,Accessories,84.99
Technology,12/22/2022,Accessories,199.95
Technology,12/29/2019,Accessories,119.8
Technology,3/11/2021,Accessories,45.98
Technology,8/7/2022,Accessories,63.96
Technology,9/24/2022,Accessories,72
Technology,9/24/2022,Accessories,655.9
Technology,10/26/2022,Accessories,19.99
Technology,12/4/2022,Accessories,142.8
Technology,12/4/2022,Accessories,399.95
Technology,11/24/2019,Accessories,111.79
Technology,12/31/2019,Accessories,47.53
Technology,9/4/2021,Accessories,279.95
Technology,9/7/2022,Accessories,113.52
Technology,9/10/2022,Accessories,112.8
Technology,9/10/2022,Accessories,296.85
Technology,11/26/2022,Accessories,38.04
Technology,11/3/2019,Accessories,89.97
Technology,2/3/2020,Accessories,149.97
Technology,3/25/2021,Accessories,1287.45
Technology,6/20/2021,Accessories,6.9
Technology,8/3/2021,Accessories,167.28
Technology,12/13/2021,Accessories,63.88
Technology,9/23/2022,Accessories,291.96
Technology,7/20/2022,Accessories,389.97
Technology,9/7/2019,Accessories,46.688
Technology,10/17/2019,Accessories,119.976
Technology,11/12/2019,Accessories,127.984
Technology,11/12/2019,Accessories,79.512
Technology,11/23/2019,Accessories,5.544
Technology,11/25/2019,Accessories,24.672
Technology,12/16/2019,Accessories,319.968
Technology,12/20/2019,Accessories,65.44
Technology,12/30/2019,Accessories,47.984
Technology,1/3/2020,Accessories,398.4
Technology,2/6/2020,Accessories,18.528
Technology,2/9/2020,Accessories,20.8
Technology,3/9/2020,Accessories,113.52
Technology,3/22/2020,Accessories,18.392
Technology,4/2/2020,Accessories,47.976
Technology,4/2/2020,Accessories,50.12
Technology,4/6/2020,Accessories,25.488
Technology,4/7/2020,Accessories,383.952
Technology,4/18/2020,Accessories,41.424
Technology,5/25/2020,Accessories,207.984
Technology,9/4/2020,Accessories,134.376
Technology,9/21/2020,Accessories,151.2
Technology,10/15/2020,Accessories,263.88
Technology,10/18/2020,Accessories,27.696
Technology,11/22/2020,Accessories,27.168
Technology,11/29/2020,Accessories,21.48
Technology,12/11/2020,Accessories,159.984
Technology,12/12/2020,Accessories,22.368
Technology,12/20/2020,Accessories,100.8
Technology,1/3/2021,Accessories,30.08
Technology,1/3/2021,Accessories,165.6
Technology,3/3/2021,Accessories,41.72
Technology,3/8/2021,Accessories,27.96
Technology,4/8/2021,Accessories,431.928
Technology,4/24/2021,Accessories,258.696
Technology,5/26/2021,Accessories,63.992
Technology,5/30/2021,Accessories,223.96
Technology,6/20/2021,Accessories,95.968
Technology,6/26/2021,Accessories,13.616
Technology,7/18/2021,Accessories,15.576
Technology,8/12/2021,Accessories,1399.944
Technology,8/23/2021,Accessories,666.4
Technology,8/26/2021,Accessories,159.984
Technology,9/2/2021,Accessories,159.56
Technology,9/8/2021,Accessories,57.584
Technology,10/1/2021,Accessories,79.512
Technology,10/13/2021,Accessories,191.976
Technology,10/21/2021,Accessories,106.08
Technology,11/5/2021,Accessories,171.96
Technology,11/10/2021,Accessories,279.944
Technology,11/22/2021,Accessories,24.032
Technology,11/24/2021,Accessories,94.992
Technology,11/24/2021,Accessories,297.576
Technology,11/29/2021,Accessories,58.416
Technology,12/17/2021,Accessories,165.6
Technology,1/15/2022,Accessories,47.984
Technology,1/15/2022,Accessories,62.592
Technology,2/9/2022,Accessories,127.984
Technology,2/21/2022,Accessories,47.904
Technology,3/18/2022,Accessories,27.816
Technology,3/26/2022,Accessories,143.96
Technology,3/27/2022,Accessories,39.992
Technology,4/10/2022,Accessories,95.736
Technology,4/21/2022,Accessories,47.976
Technology,8/7/2022,Accessories,119.448
Technology,9/8/2022,Accessories,85.2
Technology,10/12/2022,Accessories,791.88
Technology,10/12/2022,Accessories,39.984
Technology,10/23/2022,Accessories,55.2
Technology,10/28/2022,Accessories,24
Technology,10/28/2022,Accessories,26.176
Technology,11/12/2022,Accessories,44.784
Technology,11/14/2022,Accessories,167.952
Technology,11/30/2022,Accessories,95.976
Technology,2/15/2020,Accessories,139.95
Technology,11/16/2020,Accessories,999.96
Technology,7/25/2021,Accessories,124.25
Technology,8/23/2021,Accessories,1.98
Technology,8/26/2021,Accessories,47.97
Technology,9/25/2021,Accessories,499.95
Technology,10/14/2021,Accessories,1649.75
Technology,7/23/2022,Accessories,399.95
Technology,9/7/2022,Accessories,13.48
Technology,9/22/2022,Accessories,98.16
Technology,11/27/2022,Accessories,143.73
Technology,12/8/2022,Accessories,178.11
Technology,12/18/2022,Accessories,29.34
Technology,4/16/2020,Copiers,1439.968
Technology,8/28/2020,Copiers,2799.96
Technology,3/13/2022,Copiers,959.984
Technology,12/6/2020,Copiers,999.98
Technology,10/2/2021,Copiers,17499.95
Technology,4/4/2020,Copiers,599.98
Technology,11/10/2020,Copiers,549.99
Technology,11/26/2020,Copiers,599.99
Technology,12/24/2020,Copiers,4899.93
Technology,10/14/2019,Copiers,1999.96
Technology,10/23/2020,Copiers,479.976
Technology,11/21/2020,Copiers,439.992
Technology,3/26/2022,Copiers,2399.96
Technology,9/8/2022,Copiers,319.984
Technology,12/21/2020,Machines,600.53
Technology,6/12/2021,Machines,1007.979
Technology,9/2/2021,Machines,1362.9
Technology,3/13/2022,Machines,209.986
Technology,11/21/2020,Machines,83.9
Technology,1/7/2022,Machines,3059.982
Technology,1/21/2022,Machines,350.973
Technology,9/2/2019,Machines,559.71
Technology,9/8/2019,Machines,8159.952
Technology,9/19/2019,Machines,2519.958
Technology,9/19/2019,Machines,3059.982
Technology,11/28/2019,Machines,998.85
Technology,5/26/2020,Machines,399.54
Technology,11/7/2020,Machines,287.91
Technology,11/20/2020,Machines,479.988
Technology,3/3/2021,Machines,287.91
Technology,7/3/2022,Machines,597.132
Technology,8/1/2022,Machines,1439.982
Technology,9/29/2022,Machines,336.51
Technology,9/20/2019,Phones,11.12
Technology,10/29/2019,Phones,2735.952
Technology,12/6/2019,Phones,35.04
Technology,12/19/2019,Phones,323.976
Technology,3/30/2020,Phones,180.96
Technology,5/13/2020,Phones,222.384
Technology,7/12/2020,Phones,148.48
Technology,7/12/2020,Phones,537.544
Technology,7/12/2020,Phones,659.168
Technology,7/20/2020,Phones,153.584
Technology,11/16/2020,Phones,239.976
Technology,11/28/2020,Phones,647.904
Technology,12/19/2020,Phones,158.376
Technology,12/20/2020,Phones,159.984
Technology,1/30/2021,Phones,1439.968
Technology,3/20/2021,Phones,11.992
Technology,3/29/2021,Phones,812.736
Technology,5/23/2021,Phones,1979.928
Technology,5/28/2021,Phones,286.4
Technology,6/4/2021,Phones,31.984
Technology,6/6/2021,Phones,328.224
Technology,6/28/2021,Phones,359.976
Technology,1/30/2022,Phones,2003.168
Technology,2/17/2022,Phones,124.792
Technology,3/13/2022,Phones,34.36
Technology,3/13/2022,Phones,7.992
Technology,3/14/2022,Phones,49.616
Technology,4/4/2022,Phones,383.84
Technology,5/15/2022,Phones,11.12
Technology,6/13/2022,Phones,47.984
Technology,6/25/2022,Phones,148.48
Technology,6/30/2022,Phones,1001.584
Technology,7/31/2022,Phones,36.792
Technology,8/1/2022,Phones,95.984
Technology,9/10/2022,Phones,147.168
Technology,9/15/2022,Phones,323.976
Technology,9/23/2022,Phones,39.984
Technology,10/27/2022,Phones,27.184
Technology,10/31/2022,Phones,508.768
Technology,11/23/2022,Phones,222.384
Technology,12/14/2022,Phones,52.68
Technology,3/5/2020,Phones,23.92
Technology,10/12/2020,Phones,135.72
Technology,10/12/2020,Phones,263.96
Technology,11/13/2020,Phones,50.97
Technology,3/3/2021,Phones,134.85
Technology,4/3/2021,Phones,259.96
Technology,6/24/2021,Phones,440.91
Technology,10/1/2021,Phones,69.9
Technology,1/14/2022,Phones,67.8
Technology,5/13/2022,Phones,587.97
Technology,8/10/2022,Phones,1454.49
Technology,11/26/2022,Phones,89.98
Technology,11/26/2022,Phones,1879.96
Technology,11/8/2020,Phones,263.96
Technology,9/5/2021,Phones,278.4
Technology,11/21/2021,Phones,404.94
Technology,1/30/2022,Phones,207
Technology,10/28/2019,Phones,257.98
Technology,11/16/2019,Phones,273.96
Technology,9/11/2021,Phones,224.75
Technology,4/4/2020,Phones,10.95
Technology,6/1/2020,Phones,41.9
Technology,6/1/2020,Phones,299.98
Technology,8/29/2020,Phones,131.98
Technology,10/9/2020,Phones,29.16
Technology,10/19/2020,Phones,149.95
Technology,10/30/2020,Phones,299.9
Technology,12/11/2020,Phones,125.99
Technology,12/25/2020,Phones,73.98
Technology,4/9/2021,Phones,517.9
Technology,6/13/2021,Phones,377.97
Technology,7/31/2021,Phones,118.99
Technology,7/31/2021,Phones,635.96
Technology,8/20/2021,Phones,14.78
Technology,8/26/2021,Phones,209.97
Technology,9/1/2021,Phones,8.78
Technology,9/22/2021,Phones,97.98
Technology,10/20/2021,Phones,125.7
Technology,10/20/2021,Phones,191.98
Technology,11/11/2021,Phones,257.98
Technology,12/9/2021,Phones,10.9
Technology,12/12/2021,Phones,657.93
Technology,1/21/2022,Phones,164.99
Technology,6/26/2022,Phones,543.92
Technology,9/2/2022,Phones,1199.8
Technology,12/1/2022,Phones,131.98
Technology,11/19/2019,Phones,281.97
Technology,5/8/2020,Phones,377.97
Technology,12/8/2021,Phones,114.95
Technology,10/17/2021,Phones,449.97
Technology,5/18/2022,Phones,114.95
Technology,6/29/2020,Phones,269.98
Technology,9/13/2021,Phones,29.97
Technology,9/13/2021,Phones,149.95
Technology,7/5/2022,Phones,79.96
Technology,12/2/2022,Phones,2479.96
Technology,9/7/2019,Phones,104.85
Technology,12/3/2019,Phones,479.96
Technology,9/24/2020,Phones,821.94
Technology,2/11/2021,Phones,69.93
Technology,10/15/2021,Phones,5.5
Technology,11/10/2021,Phones,221.98
Technology,11/20/2021,Phones,944.93
Technology,7/29/2022,Phones,461.97
Technology,10/21/2022,Phones,1439.92
Technology,9/7/2019,Phones,196.776
Technology,9/8/2019,Phones,143.976
Technology,10/10/2019,Phones,719.952
Technology,10/10/2019,Phones,755.944
Technology,11/2/2019,Phones,88.776
Technology,11/11/2019,Phones,148.48
Technology,11/11/2019,Phones,241.176
Technology,11/21/2019,Phones,267.96
Technology,12/15/2019,Phones,40.68
Technology,12/30/2019,Phones,217.584
Technology,12/30/2019,Phones,328.776
Technology,3/1/2020,Phones,95.84
Technology,3/5/2020,Phones,31.92
Technology,3/9/2020,Phones,359.88
Technology,4/13/2020,Phones,239.976
Technology,4/18/2020,Phones,97.968
Technology,4/18/2020,Phones,244.768
Technology,5/2/2020,Phones,158.376
Technology,5/4/2020,Phones,946.344
Technology,5/12/2020,Phones,619.152
Technology,6/26/2020,Phones,971.88
Technology,7/12/2020,Phones,307.168
Technology,8/28/2020,Phones,1099.96
Technology,9/21/2020,Phones,946.344
Technology,9/26/2020,Phones,1114.4
Technology,10/23/2020,Phones,150.384
Technology,11/2/2020,Phones,344.704
Technology,12/8/2020,Phones,119.96
Technology,12/8/2020,Phones,1718.4
Technology,12/27/2020,Phones,371.168
Technology,1/3/2021,Phones,180.96
Technology,3/3/2021,Phones,431.976
Technology,3/7/2021,Phones,21.072
Technology,4/28/2021,Phones,369.576
Technology,5/9/2021,Phones,19.136
Technology,5/30/2021,Phones,79.96
Technology,7/8/2021,Phones,863.64
Technology,7/14/2021,Phones,419.944
Technology,7/23/2021,Phones,115.136
Technology,9/6/2021,Phones,329.584
Technology,9/8/2021,Phones,59.96
Technology,9/10/2021,Phones,719.96
Technology,11/17/2021,Phones,67.176
Technology,11/19/2021,Phones,71.96
Technology,11/20/2021,Phones,151.192
Technology,11/20/2021,Phones,122.92
Technology,11/24/2021,Phones,657.552
Technology,12/8/2021,Phones,1097.544
Technology,12/23/2021,Phones,131.88
Technology,12/23/2021,Phones,287.88
Technology,12/23/2021,Phones,453.576
Technology,2/17/2022,Phones,438.336
Technology,3/18/2022,Phones,537.544
Technology,3/25/2022,Phones,470.376
Technology,5/14/2022,Phones,7.992
Technology,5/19/2022,Phones,95.992
Technology,5/28/2022,Phones,54.368
Technology,6/5/2022,Phones,470.376
Technology,6/8/2022,Phones,381.576
Technology,7/3/2022,Phones,167.968
Technology,7/29/2022,Phones,124.792
Technology,8/11/2022,Phones,153.584
Technology,9/16/2022,Phones,55.992
Technology,9/17/2022,Phones,1415.76
Technology,10/12/2022,Phones,369.544
Technology,10/19/2022,Phones,16.68
Technology,10/23/2022,Phones,823.96
Technology,11/5/2022,Phones,492.768
Technology,11/11/2022,Phones,35.184
Technology,11/12/2022,Phones,67.992
Technology,11/21/2022,Phones,55.176
Technology,11/23/2022,Phones,195.96
Technology,11/25/2022,Phones,299.96
Technology,12/1/2022,Phones,219.8
Technology,2/15/2020,Phones,134.97
Technology,2/15/2020,Phones,699.98
Technology,3/8/2020,Phones,769.95
Technology,7/4/2020,Phones,1099.96
Technology,12/27/2020,Phones,239.9
Technology,4/1/2021,Phones,12.99
Technology,5/30/2021,Phones,125.99
Technology,7/25/2021,Phones,297.55
Technology,12/5/2021,Phones,149.97
Technology,12/5/2021,Phones,384.45
Technology,9/22/2022,Phones,86.97
Technology,3/9/2021,Accessories,199.75
Technology,11/26/2021,Accessories,59.97
Technology,3/20/2022,Accessories,238
Technology,4/10/2022,Accessories,99.99
Technology,9/15/2022,Accessories,59.98
Technology,3/7/2020,Accessories,119.85
Technology,11/27/2020,Accessories,104.97
Technology,6/20/2021,Accessories,45
Technology,7/8/2022,Accessories,141.9
Technology,6/13/2020,Accessories,67.98
Technology,9/20/2019,Accessories,59.98
Technology,10/21/2021,Accessories,98.16
Technology,3/7/2022,Accessories,49.08
Technology,5/14/2022,Accessories,89.97
Technology,11/9/2022,Accessories,826.62
Technology,10/14/2019,Accessories,177
Technology,12/31/2019,Accessories,113.97
Technology,11/27/2020,Accessories,259.98
Technology,3/11/2022,Accessories,63.88
Technology,7/3/2022,Accessories,258.9
Technology,8/18/2022,Accessories,23.18
Technology,12/19/2020,Accessories,2249.91
Technology,1/17/2021,Accessories,29.99
Technology,1/17/2021,Accessories,371.97
Technology,3/4/2021,Accessories,159.98
Technology,9/25/2020,Accessories,63.96
Technology,10/2/2020,Accessories,90
Technology,1/15/2021,Accessories,254.97
Technology,5/22/2021,Accessories,95.1
Technology,5/12/2022,Accessories,87.4
Technology,6/20/2022,Accessories,239.97
Technology,10/12/2022,Accessories,45
Technology,12/25/2022,Accessories,31.8
Technology,11/4/2019,Accessories,360
Technology,12/2/2019,Accessories,119.96
Technology,12/31/2019,Accessories,34.77
Technology,3/17/2020,Accessories,15.02
Technology,4/11/2020,Accessories,85.14
Technology,4/17/2020,Accessories,99.6
Technology,7/16/2020,Accessories,599.9
Technology,7/31/2020,Accessories,2309.65
Technology,8/8/2020,Accessories,79.99
Technology,8/9/2020,Accessories,247.8
Technology,8/24/2020,Accessories,26
Technology,9/7/2020,Accessories,559.93
Technology,9/7/2020,Accessories,90
Technology,9/11/2020,Accessories,19.99
Technology,9/17/2020,Accessories,659.9
Technology,9/25/2020,Accessories,899.91
Technology,9/26/2020,Accessories,50
Technology,10/11/2020,Accessories,31.95
Technology,11/1/2020,Accessories,1399.93
Technology,11/9/2020,Accessories,13.98
Technology,11/9/2020,Accessories,899.95
Technology,11/14/2020,Accessories,37.6
Technology,11/14/2020,Accessories,59.9
Technology,12/6/2020,Accessories,1619.91
Technology,12/18/2020,Accessories,166.24
Technology,12/25/2020,Accessories,843.9
Technology,2/16/2021,Accessories,89.97
Technology,4/4/2021,Accessories,89.97
Technology,5/7/2021,Accessories,199.95
Technology,6/11/2021,Accessories,239.97
Technology,6/17/2021,Accessories,30
Technology,6/26/2021,Accessories,20.97
Technology,6/26/2021,Accessories,139.96
Technology,7/1/2021,Accessories,30.84
Technology,8/26/2021,Accessories,249.95
Technology,9/1/2021,Accessories,6.79
Technology,9/1/2021,Accessories,72.48
Technology,9/1/2021,Accessories,468.9
Technology,9/6/2021,Accessories,31.86
Technology,11/11/2021,Accessories,59.97
Technology,11/11/2021,Accessories,36
Technology,11/24/2021,Accessories,88.4
Technology,12/4/2021,Accessories,78.15
Technology,12/26/2021,Accessories,89.97
Technology,1/28/2022,Accessories,449.91
Technology,3/17/2022,Accessories,57.06
Technology,3/17/2022,Accessories,71.6
Technology,3/24/2022,Accessories,26
Technology,5/19/2022,Accessories,299.97
Technology,5/25/2022,Accessories,120
Technology,6/17/2022,Accessories,101.34
Technology,6/19/2022,Accessories,103.12
Technology,6/20/2022,Accessories,149.95
Technology,7/11/2022,Accessories,132.6
Technology,7/15/2022,Accessories,41.9
Technology,9/2/2022,Accessories,167.97
Technology,9/2/2022,Accessories,238
Technology,9/4/2022,Accessories,91.96
Technology,9/20/2022,Accessories,59.97
Technology,9/20/2022,Accessories,72.64
Technology,9/20/2022,Accessories,212.8
Technology,9/22/2022,Accessories,1071
Technology,10/3/2022,Accessories,371.97
Technology,10/6/2022,Accessories,319.96
Technology,11/5/2022,Accessories,390.75
Technology,11/7/2022,Accessories,7.88
Technology,11/13/2022,Accessories,163.96
Technology,11/20/2022,Accessories,2.97
Technology,12/1/2022,Accessories,20.37
Technology,12/11/2022,Accessories,39.98
Technology,9/26/2019,Accessories,3.152
Technology,10/3/2019,Accessories,142.488
Technology,12/2/2019,Accessories,119.8
Technology,12/14/2019,Accessories,263.96
Technology,1/2/2020,Accessories,89.584
Technology,1/12/2020,Accessories,10.384
Technology,2/14/2020,Accessories,71.976
Technology,10/3/2020,Accessories,24
Technology,10/3/2020,Accessories,47.984
Technology,10/5/2020,Accessories,53.04
Technology,10/5/2020,Accessories,288
Technology,12/10/2020,Accessories,25.488
Technology,12/15/2020,Accessories,2025.36
Technology,1/22/2021,Accessories,55.176
Technology,5/3/2021,Accessories,132.52
Technology,5/3/2021,Accessories,431.976
Technology,5/8/2021,Accessories,58.112
Technology,8/14/2021,Accessories,279.96
Technology,11/7/2021,Accessories,119.976
Technology,11/10/2021,Accessories,178.92
Technology,11/20/2021,Accessories,255.984
Technology,11/24/2021,Accessories,139.96
Technology,11/25/2021,Accessories,59.976
Technology,12/12/2021,Accessories,383.952
Technology,12/27/2021,Accessories,40
Technology,1/27/2022,Accessories,71.976
Technology,3/16/2022,Accessories,159.984
Technology,4/11/2022,Accessories,27.12
Technology,6/12/2022,Accessories,63.92
Technology,6/16/2022,Accessories,479.952
Technology,6/19/2022,Accessories,122.328
Technology,9/8/2022,Accessories,116.832
Technology,9/8/2022,Accessories,9.096
Technology,9/10/2022,Accessories,37.056
Technology,9/14/2022,Accessories,895.944
Technology,9/25/2022,Accessories,119.96
Technology,9/29/2022,Accessories,239.976
Technology,11/4/2022,Accessories,70.72
Technology,11/12/2022,Accessories,18.544
Technology,11/13/2022,Accessories,60.864
Technology,11/16/2022,Accessories,139.96
Technology,12/7/2022,Accessories,127.984
Technology,12/25/2022,Accessories,158.928
Technology,9/9/2019,Accessories,64.704
Technology,9/13/2019,Accessories,252
Technology,10/25/2019,Accessories,40.776
Technology,11/5/2019,Accessories,51.56
Technology,11/5/2019,Accessories,58.416
Technology,11/19/2019,Accessories,47.496
Technology,12/30/2019,Accessories,27.968
Technology,3/5/2020,Accessories,10.312
Technology,3/26/2020,Accessories,16.776
Technology,5/3/2020,Accessories,27.552
Technology,6/20/2020,Accessories,319.984
Technology,7/5/2020,Accessories,34.8
Technology,8/16/2020,Accessories,31.176
Technology,8/21/2020,Accessories,21.728
Technology,9/22/2020,Accessories,617.976
Technology,11/1/2020,Accessories,35.36
Technology,11/14/2020,Accessories,47.984
Technology,12/3/2020,Accessories,36.784
Technology,12/5/2020,Accessories,47.984
Technology,12/28/2020,Accessories,54.384
Technology,3/10/2021,Accessories,39.992
Technology,3/13/2021,Accessories,379.96
Technology,3/15/2021,Accessories,83.976
Technology,3/31/2021,Accessories,31.984
Technology,8/26/2021,Accessories,47.984
Technology,11/3/2021,Accessories,72
Technology,2/24/2022,Accessories,1319.8
Technology,5/18/2022,Accessories,36.048
Technology,7/7/2022,Accessories,16.776
Technology,7/7/2022,Accessories,527.92
Technology,8/27/2022,Accessories,1119.888
Technology,9/4/2022,Accessories,19.04
Technology,9/9/2022,Accessories,95.88
Technology,9/9/2022,Accessories,258.696
Technology,9/16/2022,Accessories,47.984
Technology,9/16/2022,Accessories,71.976
Technology,9/22/2022,Accessories,79.984
Technology,10/30/2022,Accessories,442.4
Technology,11/3/2022,Accessories,40.776
Technology,12/4/2022,Accessories,255.968
Technology,12/10/2022,Accessories,14.2
Technology,12/31/2019,Accessories,1687.8
Technology,8/2/2020,Accessories,199.98
Technology,4/24/2022,Accessories,69.98
Technology,7/7/2022,Accessories,252
Technology,1/23/2021,Accessories,99.98
Technology,12/5/2022,Accessories,205.03
Technology,11/17/2022,Copiers,10499.97
Technology,12/14/2022,Copiers,1199.98
Technology,5/8/2020,Copiers,2799.944
Technology,9/12/2020,Copiers,479.984
Technology,9/14/2020,Copiers,879.984
Technology,12/10/2020,Copiers,799.984
Technology,12/6/2021,Copiers,479.984
Technology,10/22/2022,Copiers,11199.968
Technology,12/1/2019,Copiers,659.988
Technology,5/30/2021,Copiers,839.988
Technology,7/25/2021,Copiers,1439.976
Technology,11/16/2022,Copiers,899.982
Technology,12/14/2019,Copiers,1199.98
Technology,12/14/2022,Copiers,17.28
Technology,12/9/2019,Copiers,1079.976
Technology,5/23/2021,Copiers,8399.976
Technology,11/14/2021,Copiers,1199.976
Technology,7/18/2022,Copiers,599.97
Technology,10/4/2021,Copiers,5399.91
Technology,12/23/2021,Copiers,1999.96
Technology,4/27/2020,Machines,1379.92
Technology,7/9/2020,Machines,464.97
Technology,4/16/2021,Machines,9099.93
Technology,11/25/2021,Machines,319.92
Technology,9/17/2022,Machines,480
Technology,9/12/2019,Machines,69.99
Technology,9/14/2019,Machines,2799.96
Technology,11/4/2019,Machines,3991.98
Technology,12/14/2019,Machines,6999.96
Technology,9/26/2020,Machines,629.93
Technology,10/30/2020,Machines,1035.8
Technology,11/8/2020,Machines,4643.8
Technology,11/9/2020,Machines,2321.9
Technology,3/1/2021,Machines,4899.93
Technology,5/7/2021,Machines,3999.95
Technology,6/4/2021,Machines,1349.85
Technology,6/3/2022,Machines,78.66
Technology,6/17/2022,Machines,3404.5
Technology,10/1/2022,Machines,1704.89
Technology,10/5/2022,Machines,5199.96
Technology,11/16/2022,Machines,52.44
Technology,10/10/2019,Machines,101.994
Technology,1/2/2020,Machines,1188
Technology,12/15/2020,Machines,1799.994
Technology,12/24/2020,Machines,479.988
Technology,5/3/2021,Machines,224.937
Technology,11/21/2021,Machines,30.345
Technology,11/25/2021,Machines,4499.985
Technology,11/13/2022,Machines,652.995
Technology,9/7/2019,Machines,399.54
Technology,12/3/2020,Machines,482.34
Technology,3/13/2021,Machines,449.1
Technology,7/10/2021,Machines,341.991
Technology,9/14/2022,Machines,12.585
Technology,9/14/2022,Machines,241.17
Technology,11/14/2019,Phones,832.93
Technology,9/3/2020,Phones,100.49
Technology,6/17/2021,Phones,566.97
Technology,2/16/2022,Phones,14.99
Technology,7/9/2022,Phones,257.98
Technology,3/7/2020,Phones,587.97
Technology,7/11/2020,Phones,716
Technology,10/25/2020,Phones,158.99
Technology,11/13/2020,Phones,89.98
Technology,11/13/2020,Phones,377.97
Technology,11/23/2020,Phones,307.98
Technology,11/27/2020,Phones,83.97
Technology,3/3/2021,Phones,479.95
Technology,3/17/2021,Phones,129.98
Technology,6/12/2021,Phones,68.04
Technology,6/20/2021,Phones,21.8
Technology,9/22/2022,Phones,391.98
Technology,9/17/2021,Phones,437.85
Technology,9/18/2020,Phones,499.99
Technology,9/18/2020,Phones,1259.93
Technology,12/10/2020,Phones,134.99
Technology,1/2/2021,Phones,231.98
Technology,2/4/2021,Phones,90.48
Technology,11/14/2021,Phones,89.97
Technology,12/1/2021,Phones,179.97
Technology,7/30/2022,Phones,89.95
Technology,12/1/2019,Phones,271.9
Technology,4/30/2020,Phones,209.5
Technology,9/21/2020,Phones,589.9
Technology,10/1/2020,Phones,311.98
Technology,8/27/2021,Phones,59.97
Technology,12/1/2021,Phones,137.94
Technology,3/12/2022,Phones,69.93
Technology,9/15/2022,Phones,39.99
Technology,9/24/2022,Phones,391.98
Technology,9/24/2022,Phones,437.85
Technology,12/2/2022,Phones,979.95
Technology,12/11/2022,Phones,128.85
Technology,8/6/2022,Phones,824.95
Technology,9/25/2020,Phones,104.98
Technology,5/22/2021,Phones,257.98
Technology,5/22/2021,Phones,345
Technology,7/17/2021,Phones,597
Technology,9/15/2022,Phones,395.94
Technology,12/21/2022,Phones,281.97
Technology,9/7/2019,Phones,377.97
Technology,9/14/2019,Phones,16.99
Technology,9/14/2019,Phones,287.97
Technology,9/20/2019,Phones,629.95
Technology,9/20/2019,Phones,1349.91
Technology,11/3/2019,Phones,783.96
Technology,11/4/2019,Phones,275.94
Technology,11/19/2019,Phones,4548.81
Technology,11/20/2019,Phones,833.94
Technology,11/26/2019,Phones,279.96
Technology,12/4/2019,Phones,129.98
Technology,2/14/2020,Phones,625.99
Technology,3/16/2020,Phones,85.9
Technology,3/20/2020,Phones,199.98
Technology,4/11/2020,Phones,21.99
